,Training_paths
1428,/Normal/label\aug4_GT2000000-1-400-001.png
1429,/Normal/label\aug3_GT2000000-1-400-003.png
1430,/Normal/label\aug3_GT2100093-4-400-002.png
1431,/Normal/label\aug2_GT2012915-1-400-003.png
1432,/Normal/label\aug4_GT2016907-1-400-002.png
1433,/Normal/label\aug1_GTDC2100276-1-400-001.png
1434,/Normal/label\GTDC2100276-1-400-001.png
1435,/Normal/label\aug1_GT2100275-1-400-002.png
1436,/Normal/label\aug1_GT2100256-8-400-001.png
1437,/Normal/label\GT2012915-1-400-001.png
1438,/Normal/label\GTDC2100796-1-400-002.png
1439,/Normal/label\GT2013112-3-400-001.png
1440,/Normal/label\aug2_GT2000000-1-400-005.png
1441,/Normal/label\GT2100256-1-400-001.png
1442,/Normal/label\aug4_GT2100256-1-400-004.png
1443,/Normal/label\aug4_GT2100144-1-400-001.png
1444,/Normal/label\aug2_GTDC2100796-1-400-002.png
1445,/Normal/label\aug3_GT2100256-7-400-004.png
1446,/Normal/label\aug4_GT2017148-2-400-002.png
1447,/Normal/label\aug3_GT2012915-1-400-001.png
1448,/Normal/label\aug2_GT2100256-8-400-004.png
1449,/Normal/label\aug2_GT2100275-1-400-003.png
1450,/Normal/label\aug3_GTDC2100796-1-400-005.png
1451,/Normal/label\aug4_GT2100256-1-400-002.png
1452,/Normal/label\aug3_GT2017148-2-400-002.png
1453,/Normal/label\aug4_GTDC2100796-1-400-004.png
1454,/Normal/label\aug4_GT2100256-1-400-003.png
1455,/Normal/label\aug3_GTxc2012827-2-400-004.png
1456,/Normal/label\aug3_GT2100256-1-400-002.png
1457,/Normal/label\aug2_GT2100256-7-400-002.png
1458,/Normal/label\aug2_GT2012915-1-400-002.png
1459,/Normal/label\GT2100256-1-400-004.png
1460,/Normal/label\aug2_GTDC2100796-1-400-003.png
1461,/Normal/label\aug2_GT2100144-1-400-005.png
1462,/Normal/label\aug4_GT2000000-1-400-006.png
1463,/Normal/label\aug3_GT2100093-4-400-001.png
1464,/Normal/label\aug1_GT2100093-1-400-001.png
1465,/Normal/label\GT2100256-8-400-002.png
1466,/Normal/label\GT2000000-1-400-002.png
1467,/Normal/label\GT2100256-7-400-002.png
1468,/Normal/label\aug1_GT2000000-1-400-005.png
1469,/Normal/label\aug2_GT2100256-8-400-002.png
1470,/Normal/label\GT2100144-1-400-001.png
1471,/Normal/label\aug3_GT2100144-1-400-002.png
1472,/Normal/label\aug1_GT2013119-1-400-001.png
1473,/Normal/label\GT2100256-8-400-001.png
1474,/Normal/label\aug3_GT2100144-1-400-003.png
1475,/Normal/label\aug3_GT2012915-1-400-006.png
1476,/Normal/label\GT2012915-1-400-006.png
1477,/Normal/label\aug4_GT2012915-1-400-004.png
1478,/Normal/label\aug1_GT2012915-1-400-005.png
1479,/Normal/label\aug3_GT2100256-2-400-001.png
1480,/Normal/label\aug2_GT2013112-3-400-001.png
1481,/Normal/label\aug4_GT2017148-2-400-003.png
1482,/Normal/label\aug4_GTXC2012096-4-400-002.png
1483,/Normal/label\aug1_GT2100275-1-400-001.png
1484,/Normal/label\aug4_GT2000000-1-400-003.png
1485,/Normal/label\aug4_GT2100275-1-400-003.png
1486,/Normal/label\aug4_GT2013119-1-400-001.png
1487,/Normal/label\aug3_GT2013119-1-400-001.png
1488,/Normal/label\GT2100256-8-400-003.png
1489,/Normal/label\GT2100256-7-400-003.png
1490,/Normal/label\aug2_GT2017148-2-400-001.png
1491,/Normal/label\aug2_GT2100144-1-400-004.png
1492,/Normal/label\aug4_GTxc2012827-2-400-002.png
1493,/Normal/label\aug2_GT2100144-1-400-002.png
1494,/Normal/label\aug2_GT2016907-1-400-001.png
1495,/Normal/label\GT2100275-1-400-001.png
1496,/Normal/label\GT2100256-7-400-001.png
1497,/Normal/label\aug4_GT2100256-1-400-001.png
1498,/Normal/label\aug3_GT2012221-2-400-001.png
1499,/Normal/label\aug3_GT2017148-2-400-003.png
1500,/Normal/label\GT2016907-1-400-005.png
1501,/Normal/label\aug4_GT2012915-1-400-002.png
1502,/Normal/label\aug2_GT2012915-1-400-001.png
1503,/Normal/label\aug3_GT2100256-7-400-001.png
1504,/Normal/label\aug2_GT2100144-1-400-006.png
1505,/Normal/label\aug3_GTDC2100796-1-400-003.png
1506,/Normal/label\aug4_GT2100144-1-400-006.png
1507,/Normal/label\aug3_GT2100093-1-400-001.png
1508,/Normal/label\aug4_GT2000000-1-400-005.png
1509,/Normal/label\aug1_GTxc2012827-2-400-002.png
1510,/Normal/label\aug1_GT2100256-8-400-003.png
1511,/Normal/label\aug1_GTxc2012827-2-400-004.png
1512,/Normal/label\aug4_GT2100256-8-400-004.png
1513,/Normal/label\aug1_GT2017148-2-400-002.png
1514,/Normal/label\aug1_GT2012915-1-400-004.png
1515,/Normal/label\aug4_GT2017148-2-400-005.png
1516,/Normal/label\aug2_GTDC2100276-1-400-001.png
1517,/Normal/label\aug1_GT2100256-2-400-001.png
1518,/Normal/label\aug4_GTxc2012827-2-400-004.png
1519,/Normal/label\GT2016907-1-400-004.png
1520,/Normal/label\aug2_GT2100144-1-400-003.png
1521,/Normal/label\GTxc2012827-1-400-001.png
1522,/Normal/label\aug1_GT2100093-1-400-002.png
1523,/Normal/label\aug3_GT2100256-1-400-003.png
1524,/Normal/label\aug4_GT2100256-1-400-005.png
1525,/Normal/label\aug1_GT2017148-2-400-005.png
1526,/Polyp/label\GTxc2013026-3-400-005.png
1527,/Polyp/label\GTXC2110572-1-400-005.png
1528,/Polyp/label\GT2012191-1-400-003.png
1529,/Polyp/label\GT2001818-1-400-001.png
1530,/Polyp/label\GTxc2014077-1-400-002.png
1531,/Polyp/label\GT2016854-1-400-004.png
1532,/Polyp/label\GTXC2110181-1-400-007.png
1533,/Polyp/label\GTxc2014103-1-400-003.png
1534,/Polyp/label\GTXC2012114-1-400-001.png
1535,/Polyp/label\GT2100117-2-400-002.png
1536,/Polyp/label\GTxc2012796-2-400-002.png
1537,/Polyp/label\GTXC2100763-1-400-007.png
1538,/Polyp/label\GTXC2110182-1-400-001.png
1539,/Polyp/label\GTXC2110572-1-400-001.png
1540,/Polyp/label\GTxc2012481-2-400-001.png
1541,/Polyp/label\GTXC2110530-1-400-002.png
1542,/Polyp/label\GTxc2110164-1-400-002.png
1543,/Polyp/label\GTxc2013391-1-400-003.png
1544,/Polyp/label\GTxc2013953-4-400-001.png
1545,/Polyp/label\GTXC2014184-1-400-003.png
1546,/Polyp/label\GTXC2110570-1-400-004.png
1547,/Polyp/label\GTXC2110215-1-400-004.png
1548,/Polyp/label\GTxc2012970-1-400-001.png
1549,/Polyp/label\GTXC2110572-1-400-007.png
1550,/Polyp/label\GTXC2110507-1-400-008.png
1551,/Polyp/label\GTxc2012796-2-400-001.png
1552,/Polyp/label\GT2017274-1-400-001.png
1553,/Polyp/label\GTXC2100772-1-400-008.png
1554,/Polyp/label\GTXC2015335-1-400-002.png
1555,/Polyp/label\GTXC2110507-1-400-010.png
1556,/Polyp/label\GTXC2015335-2-400-004.png
1557,/Polyp/label\GTXC2100728-1-400-004.png
1558,/Polyp/label\GTXC2100763-1-400-001.png
1559,/Polyp/label\GT2014792-2-400-002.png
1560,/Polyp/label\GTxc2012796-2-400-004.png
1561,/Polyp/label\GTXC2015335-7-400-001.png
1562,/Polyp/label\GTXC2100773-2-400-004.png
1563,/Polyp/label\GTxc2013026-3-400-004.png
1564,/Polyp/label\GT2014751-2-400-001.png
1565,/Polyp/label\GTXC2110531-1-400-002.png
1566,/Polyp/label\GTxc2014183-1-400-003.png
1567,/Polyp/label\GTXC2100773-1-400-001.png
1568,/Polyp/label\GTXC2012114-1-400-002.png
1569,/Polyp/label\GTXC2110491-3-400-001.png
1570,/Polyp/label\GTxc2013484-1-400-001.png
1571,/Polyp/label\GTxc2013942-1-400-005.png
1572,/Polyp/label\GTXC2110531-1-400-003.png
1573,/Polyp/label\GTXC2100773-1-400-003.png
1574,/Polyp/label\GTXC2100773-1-400-006.png
1575,/Polyp/label\GTXC2100798-1-400-004.png
1576,/Polyp/label\GTxc2012778-1-400-001.png
1577,/Polyp/label\GTXC2110507-1-400-001.png
1578,/Polyp/label\GT2012237-1-400-003.png
1579,/Polyp/label\GTXC2100737-1-400-001.png
1580,/Polyp/label\GTXC2014184-1-400-001.png
1581,/Polyp/label\GTXC2110570-1-400-003.png
1582,/Polyp/label\GTxc2013942-1-400-002.png
1583,/Polyp/label\GTxc2013458-1-400-002.png
1584,/Polyp/label\GTxc2012983-1-400-004.png
1585,/Polyp/label\GT2013118-2-400-001.png
1586,/Polyp/label\GT2100092-1-400-001.png
1587,/Polyp/label\GTXC2100773-2-400-002.png
1588,/Polyp/label\GTXC2110530-1-400-009.png
1589,/Polyp/label\GT2001817-1-400-002.png
1590,/Polyp/label\GTXC2110531-1-400-009.png
1591,/Polyp/label\GTxc2013953-3-400-003.png
1592,/Polyp/label\GTXC2015335-5-400-001.png
1593,/Polyp/label\GTXC2015335-2-400-002.png
1594,/Polyp/label\GTXC2100474-1-400-001.png
1595,/Polyp/label\GTXC2100714-1-400-001.png
1596,/Polyp/label\GT2012154-2-400-001.png
1597,/Polyp/label\GTxc2012481-2-400-002.png
1598,/Polyp/label\GT2016852-1-400-001.png
1599,/Polyp/label\GT2014789-1-400-002.png
1600,/Polyp/label\GT2012237-1-400-005.png
1601,/Polyp/label\GTXC2110507-1-400-009.png
1602,/Polyp/label\GTXC2015335-7-400-003.png
1603,/Polyp/label\GTxc2014103-1-400-005.png
1604,/Polyp/label\GTXC2110491-4-400-002.png
1605,/Polyp/label\GTXC2100737-1-400-003.png
1606,/Polyp/label\GTXC2110491-4-400-006.png
1607,/Polyp/label\GTXC2100798-1-400-001.png
1608,/Polyp/label\GTXC2100773-2-400-003.png
1609,/Polyp/label\GTXC2100728-1-400-006.png
1610,/Polyp/label\GT2014792-4-400-001.png
1611,/Polyp/label\GTXC2015335-1-400-003.png
1612,/Polyp/label\GTXC2015335-5-400-006.png
1613,/Polyp/label\GTxc2013978-1-400-003.png
1614,/Polyp/label\GTXC2015335-1-400-004.png
1615,/Polyp/label\GT1815603-1-400-001.png
1616,/Polyp/label\GT2015103-1-400-001.png
1617,/Polyp/label\GTxc2012958-1-400-003.png
1618,/Polyp/label\GT2014361-1-400-001.png
1619,/Polyp/label\GTXC2110491-3-400-006.png
1620,/Polyp/label\GTXC2013066-1-400-003.png
1621,/Polyp/label\GTxc2013026-3-400-002.png
1622,/Polyp/label\GT2015144-1-400-001.png
1623,/Polyp/label\GTXC2014184-1-400-005.png
1624,/Polyp/label\GTXC2100798-1-400-009.png
1625,/Polyp/label\GTxc2013484-1-400-002.png
1626,/Polyp/label\GTXC2110531-1-400-007.png
1627,/Polyp/label\GTxc2014123-2-400-004.png
1628,/Polyp/label\GT2015144-1-400-002.png
1629,/Polyp/label\GTxc2014077-1-400-001.png
1630,/Polyp/label\GT2014356-1-400-001.png
1631,/Polyp/label\GT2012173-1-400-007.png
1632,/Polyp/label\GT2012237-1-400-004.png
1633,/Polyp/label\GTXC2015335-1-400-001.png
1634,/Polyp/label\GTXC2013066-1-400-002.png
1635,/Polyp/label\GTXC2100476-2-400-002.png
1636,/Polyp/label\GTXC2100737-1-400-007.png
1637,/Polyp/label\GTXC2100476-2-400-001.png
1638,/Polyp/label\GT2014097-1-400-001.png
1639,/Polyp/label\GTXC2110181-1-400-004.png
1640,/Polyp/label\GTXC2110503-1-400-007.png
1641,/Polyp/label\GTXC2110507-1-400-005.png
1642,/Polyp/label\GTXC2110530-1-400-018.png
1643,/Polyp/label\GTXC2110503-1-400-002.png
1644,/Polyp/label\GTxc2012796-2-400-003.png
1645,/Polyp/label\GTXC2110491-3-400-003.png
1646,/Polyp/label\GTXC2013066-1-400-005.png
1647,/Polyp/label\GTXC2110503-1-400-004.png
1648,/Polyp/label\GTXC2100773-1-400-004.png
1649,/Polyp/label\GTxc2013458-1-400-001.png
1650,/Polyp/label\GTXC2100772-1-400-009.png
1651,/Polyp/label\GTXC2014139-2-400-001.png
1652,/Polyp/label\GTxc2013458-1-400-003.png
1653,/Polyp/label\GTxc2013953-3-400-001.png
1654,/Polyp/label\GTXC2110529-3-400-007.png
1655,/Polyp/label\GTxc2012476-1-400-001.png
1656,/Polyp/label\GTXC2110491-3-400-010.png
1657,/Polyp/label\GTxc2012958-1-400-001.png
1658,/Polyp/label\GTXC2110491-4-400-003.png
1659,/Polyp/label\GTxc2110172-1-400-004.png
1660,/Polyp/label\GTXC2110530-1-400-008.png
1661,/Polyp/label\GT2100117-1-400-001.png
1662,/Polyp/label\GTXC2100474-1-400-003.png
1663,/Polyp/label\GTXC2110507-1-400-002.png
1664,/Polyp/label\GTXC2110530-1-400-007.png
1665,/Polyp/label\GTxc2014123-1-400-002.png
1666,/Polyp/label\GTxc2014153-1-400-003.png
1667,/Polyp/label\GTXC2110531-1-400-008.png
1668,/Polyp/label\GTXC2100798-1-400-003.png
1669,/Polyp/label\GTxc2012970-1-400-002.png
1670,/Polyp/label\GTXC2015335-5-400-007.png
1671,/Polyp/label\GTXC2014139-3-400-004.png
1672,/Polyp/label\GTXC2100737-1-400-002.png
1673,/Polyp/label\GTXC2110491-1-400-003.png
1674,/Polyp/label\GTXC2100798-1-400-002.png
1675,/Polyp/label\GT2100117-2-400-003.png
1676,/Polyp/label\GTXC2012114-1-400-003.png
1677,/Polyp/label\GTXC2110530-1-400-016.png
1678,/Polyp/label\GTXC2100773-1-400-005.png
1679,/Polyp/label\GTxc2012983-1-400-001.png
1680,/Polyp/label\GTXC2110530-1-400-005.png
1681,/Polyp/label\GTXC2014134-1-400-002.png
1682,/Polyp/label\GTXC2110503-1-400-003.png
1683,/Polyp/label\GTxc2013391-1-400-001.png
1684,/Polyp/label\GT2016854-1-400-003.png
1685,/Polyp/label\GTXC2110572-1-400-002.png
1686,/Polyp/label\GTxc2013405-2-400-001.png
1687,/Polyp/label\GTXC2014139-3-400-001.png
1688,/Polyp/label\GTxc2014123-2-400-002.png
1689,/Polyp/label\GT2012286-3-400-003.png
1690,/Polyp/label\GTxc2014077-1-400-007.png
1691,/Polyp/label\GT2013911-1-400-001.png
1692,/Polyp/label\GTXC2110503-1-400-001.png
1693,/Polyp/label\GT2014792-3-400-001.png
1694,/Polyp/label\GTXC2110163-1-400-003.png
1695,/Polyp/label\GTXC2100714-1-400-003.png
1696,/Polyp/label\GTXC2015335-5-400-002.png
1697,/Polyp/label\GT2012154-2-400-003.png
1698,/Polyp/label\GT2012237-1-400-002.png
1699,/Polyp/label\GT2012191-1-400-005.png
1700,/Polyp/label\GTXC2015349-1-400-001.png
1701,/Polyp/label\GTXC2014184-1-400-004.png
1702,/Polyp/label\GTxc2012958-1-400-002.png
1703,/Polyp/label\GTXC2110530-1-400-010.png
1704,/Polyp/label\GTXC2100773-1-400-002.png
1705,/Polyp/label\GT2015141-1-400-001.png
1706,/Polyp/label\GT2012426-2-400-001.png
1707,/Polyp/label\GTXC2110163-1-400-001.png
1708,/Polyp/label\GTXC2110572-1-400-004.png
1709,/Polyp/label\GTxc2012476-1-400-003.png
1710,/Polyp/label\GTXC2100474-1-400-002.png
1711,/Polyp/label\GT2012237-1-400-008.png
1712,/Polyp/label\GTxc2012789-1-400-002.png
1713,/Polyp/label\GTXC2100763-1-400-004.png
1714,/Polyp/label\GTXC2110491-4-400-007.png
1715,/Polyp/label\GTXC2110215-1-400-003.png
1716,/Polyp/label\GTxc2013391-1-400-002.png
1717,/Polyp/label\GT2001814-1-400-002.png
1718,/Polyp/label\GTXC2110491-1-400-001.png
1719,/Polyp/label\GTxc2013978-1-400-002.png
1720,/Polyp/label\GT2016795-2-400-001.png
1721,/Polyp/label\GTXC2100773-2-400-001.png
1722,/Polyp/label\GTxc2013935-1-400-001.png
1723,/Polyp/label\GTXC2100772-1-400-003.png
1724,/Polyp/label\GTXC2015349-1-400-002.png
1725,/Polyp/label\GT2016115-1-400-001.png
1726,/Polyp/label\GTXC2110507-1-400-003.png
1727,/Polyp/label\GTXC2100772-1-400-005.png
1728,/Polyp/label\GT2013145-2-400-001.png
1729,/Polyp/label\GT2012358-1-400-002.png
1730,/Polyp/label\GT2012217-1-400-003.png
1731,/Polyp/label\GTXC2110491-3-400-002.png
1732,/Polyp/label\GTXC2110530-1-400-012.png
1733,/Polyp/label\GTXC2100737-1-400-005.png
1734,/Polyp/label\GTxc2013953-4-400-002.png
1735,/Polyp/label\GT2012191-1-400-004.png
1736,/Polyp/label\GTxc2012796-1-400-001.png
1737,/Polyp/label\GTXC2100773-2-400-005.png
1738,/Polyp/label\GTXC2110491-1-400-005.png
1739,/Polyp/label\GTXC2110503-1-400-006.png
1740,/Polyp/label\GTXC2015335-5-400-005.png
1741,/Polyp/label\GTxc2013509-1-400-002.png
1742,/Polyp/label\GTXC2014183-1-400-004.png
1743,/Polyp/label\GT2013152-3-400-001.png
1744,/Polyp/label\GTXC2014139-3-400-003.png
1745,/Polyp/label\GTXC2014139-1-400-001.png
1746,/Polyp/label\GTxc2014123-2-400-003.png
1747,/Polyp/label\GT2001818-1-400-002.png
1748,/Polyp/label\GTXC2110530-1-400-011.png
1749,/Polyp/label\GTxc2014097-1-400-003.png
1750,/Polyp/label\GT2013902-1-400-001.png
1751,/Polyp/label\GTXC2110529-2-400-001.png
1752,/Polyp/label\GT2012154-2-400-005.png
1753,/Polyp/label\GTXC2015335-4-400-004.png
1754,/Polyp/label\GT2012237-1-400-007.png
1755,/Polyp/label\GTxc2110176-1-400-001.png
1756,/Polyp/label\GTxc2012983-1-400-002.png
1757,/Polyp/label\GTXC2100772-1-400-006.png
1758,/Polyp/label\GTXC2110491-4-400-004.png
1759,/Polyp/label\GTxc2013942-1-400-003.png
1760,/Polyp/label\GTxc2013935-1-400-003.png
1761,/Polyp/label\GTXC2110531-1-400-004.png
1762,/Polyp/label\GTXC2100798-1-400-006.png
1763,/Polyp/label\GTXC2100763-1-400-005.png
1764,/Polyp/label\GTXC2100772-1-400-002.png
1765,/Polyp/label\GTXC2110507-1-400-006.png
1766,/Polyp/label\GTxc2014077-1-400-004.png
1767,/Polyp/label\GTXC2110182-1-400-002.png
1768,/Polyp/label\GTxc2102521-3-400-004.png
1769,/Polyp/label\GTxc2014077-1-400-005.png
1770,/Polyp/label\GTXC2110529-2-400-004.png
1771,/Polyp/label\GTXC2110570-1-400-007.png
1772,/Polyp/label\GTXC2110491-3-400-004.png
1773,/Polyp/label\GTXC2100737-1-400-006.png
1774,/Polyp/label\GTXC2015335-5-400-004.png
1775,/Polyp/label\GT2012286-3-400-002.png
1776,/Polyp/label\GTXC2100772-1-400-007.png
1777,/Polyp/label\GTXC2100728-1-400-002.png
1778,/Polyp/label\GTXC2110529-3-400-004.png
1779,/Polyp/label\GTXC2110491-1-400-004.png
1780,/Polyp/label\GT2016854-1-400-001.png
1781,/Polyp/label\GT2012426-2-400-003.png
1782,/Polyp/label\GTxc2013026-3-400-003.png
1783,/Polyp/label\GT1815553-1-400-001.png
1784,/Polyp/label\GTxc2013948-1-400-004.png
1785,/Polyp/label\GTxc2014183-1-400-001.png
1786,/Polyp/label\GT2012358-1-400-004.png
1787,/Polyp/label\GT2014789-1-400-001.png
1788,/Polyp/label\GTXC2100763-1-400-003.png
1789,/Polyp/label\GT2012237-1-400-001.png
1790,/Polyp/label\GTXC2110491-1-400-008.png
1791,/Polyp/label\GTxc2012778-1-400-003.png
1792,/Polyp/label\GT2014822-3-400-002.png
1793,/Polyp/label\GTXC2110531-1-400-006.png
1794,/Polyp/label\GTxc2014123-1-400-004.png
1795,/Polyp/label\GT2012426-2-400-002.png
1796,/Polyp/label\GTXC2110570-1-400-002.png
1797,/Polyp/label\GTXC2110491-1-400-009.png
1798,/Polyp/label\GTXC2110163-1-400-002.png
1799,/Polyp/label\GT2012154-2-400-004.png
1800,/Polyp/label\GTXC2110529-3-400-010.png
1801,/Polyp/label\GT2014792-3-400-004.png
1802,/Polyp/label\GTxc2013026-3-400-001.png
1803,/Polyp/label\GTXC2110491-3-400-008.png
1804,/Polyp/label\GTXC2015335-7-400-002.png
1805,/Polyp/label\GTXC2110530-1-400-013.png
1806,/Polyp/label\GTxc2110164-1-400-001.png
1807,/Polyp/label\GTXC2014139-3-400-002.png
1808,/Polyp/label\GTXC2110529-3-400-001.png
1809,/Polyp/label\GTxc2014153-1-400-002.png
1810,/Polyp/label\GTXC2110530-1-400-004.png
1811,/Polyp/label\GTXC2110181-1-400-001.png
1812,/Polyp/label\GT2012426-2-400-004.png
1813,/Polyp/label\GTxc2012485-1-400-002.png
1814,/Polyp/label\GT2012358-1-400-005.png
1815,/Polyp/label\GTXC2015381-1-400-001.png
1816,/Polyp/label\GTXC2100728-1-400-001.png
1817,/Polyp/label\GTxc2110172-1-400-003.png
1818,/Polyp/label\GTXC2100714-1-400-004.png
1819,/Polyp/label\GTXC2015335-7-400-005.png
1820,/Polyp/label\GT2013108-1-400-001.png
1821,/Polyp/label\GT2012358-1-400-003.png
1822,/Polyp/label\GTXC2110570-1-400-001.png
1823,/Polyp/label\GTXC2100798-1-400-005.png
1824,/Polyp/label\GTXC2110215-1-400-001.png
1825,/Polyp/label\GT2012173-1-400-005.png
1826,/Polyp/label\GTXC2110529-3-400-008.png
1827,/Polyp/label\GTXC2015335-5-400-003.png
1828,/Polyp/label\GTXC2110491-4-400-001.png
1829,/Polyp/label\GTxc2014103-1-400-004.png
1830,/Polyp/label\GTXC2100728-1-400-003.png
1831,/Polyp/label\GTxc2012983-1-400-003.png
1832,/Polyp/label\GTXC2110507-1-400-004.png
1833,/Polyp/label\GTxc2013942-1-400-004.png
1834,/Polyp/label\GTXC2110531-1-400-010.png
1835,/Polyp/label\GTXC2110491-1-400-002.png
1836,/Polyp/label\GTXC2110529-3-400-003.png
1837,/Polyp/label\GTXC2015335-2-400-001.png
1838,/Polyp/label\GTXC2014139-2-400-002.png
1839,/Polyp/label\GTXC2015335-2-400-003.png
1840,/Polyp/label\GTxc2012476-1-400-002.png
1841,/Polyp/label\GT2016777-1-400-001.png
1842,/Polyp/label\GTxc2012796-1-400-002.png
1843,/Polyp/label\GT2014792-3-400-003.png
1844,/Polyp/label\GTxc2014183-1-400-002.png
1845,/Polyp/label\GTXC2110530-1-400-015.png
1846,/Polyp/label\GTXC2100772-1-400-004.png
1847,/Polyp/label\GTXC2013066-1-400-001.png
1848,/Polyp/label\GTxc2110176-1-400-002.png
1849,/Polyp/label\GT2012173-1-400-004.png
1850,/Polyp/label\GTXC2100714-1-400-005.png
1851,/Polyp/label\GT2014677-1-400-001.png
1852,/Polyp/label\GT2016854-1-400-002.png
1853,/Polyp/label\GTXC2110491-3-400-005.png
1854,/Polyp/label\GTXC2110570-1-400-005.png
1855,/Polyp/label\GTxc2014077-1-400-006.png
1856,/Polyp/label\GT2016847-1-400-001.png
1857,/Serrated adenoma/label\aug4_GTXC2100732-1-400-001.png
1858,/Serrated adenoma/label\aug1_GTXC2014129-4-400-001.png
1859,/Serrated adenoma/label\aug3_GTxc2012521-2-400-003.png
1860,/Serrated adenoma/label\aug1_GTXC2014151-2-400-002.png
1861,/Serrated adenoma/label\aug1_GTXC2015335-3-400-001.png
1862,/Serrated adenoma/label\aug1_GTXC2100732-1-400-008.png
1863,/Serrated adenoma/label\aug3_GTXC2014151-2-400-006.png
1864,/Serrated adenoma/label\GTxc2014069-2-400-002.png
1865,/Serrated adenoma/label\aug3_GT2100092-2-400-001.png
1866,/Serrated adenoma/label\aug4_GT1815555-2-400-001.png
1867,/Serrated adenoma/label\GTXC2014151-2-400-006.png
1868,/Serrated adenoma/label\aug3_GT2014783-1-400-002.png
1869,/Serrated adenoma/label\aug2_GTxc2014069-2-400-001.png
1870,/Serrated adenoma/label\GTxc2014069-2-400-004.png
1871,/Serrated adenoma/label\aug2_GT1815555-2-400-001.png
1872,/Serrated adenoma/label\aug2_GTXC2014151-2-400-006.png
1873,/Serrated adenoma/label\aug2_GTXC2015335-3-400-003.png
1874,/Serrated adenoma/label\aug3_GTXC2014129-2-400-001.png
1875,/Serrated adenoma/label\aug3_GTXC2015335-3-400-001.png
1876,/Serrated adenoma/label\GTXC2014129-4-400-004.png
1877,/Serrated adenoma/label\aug4_GTXC2014151-2-400-004.png
1878,/Serrated adenoma/label\aug1_GTXC2014129-2-400-001.png
1879,/Serrated adenoma/label\aug3_GTXC2014129-4-400-005.png
1880,/Serrated adenoma/label\aug3_GT2014783-1-400-001.png
1881,/Serrated adenoma/label\aug3_GTxc2014069-2-400-002.png
1882,/Serrated adenoma/label\aug4_GTXC2014129-4-400-004.png
1883,/Serrated adenoma/label\aug1_GTXC2014151-2-400-006.png
1884,/Serrated adenoma/label\aug2_GTxc2014069-2-400-003.png
1885,/Serrated adenoma/label\aug2_GTDC2102188-2-400-005.png
1886,/Serrated adenoma/label\aug3_GTXC2014129-2-400-002.png
1887,/Serrated adenoma/label\aug2_GTxc2012521-2-400-001.png
1888,/Serrated adenoma/label\aug3_GT2014783-1-400-003.png
1889,/Serrated adenoma/label\aug1_GT2100092-2-400-002.png
1890,/Serrated adenoma/label\aug4_GT2014783-1-400-002.png
1891,/Serrated adenoma/label\GT2013145-1-400-001.png
1892,/Serrated adenoma/label\aug1_GTXC2100732-1-400-004.png
1893,/Serrated adenoma/label\aug1_GTDC2102188-3-400-002.png
1894,/Serrated adenoma/label\aug1_GTxc2014069-2-400-004.png
1895,/Serrated adenoma/label\aug4_GTDC2102188-2-400-005.png
1896,/Serrated adenoma/label\aug2_GTXC2100732-1-400-006.png
1897,/Serrated adenoma/label\aug3_GTDC2102188-2-400-001.png
1898,/Serrated adenoma/label\aug2_GT2014783-1-400-002.png
1899,/Serrated adenoma/label\aug3_GTDC2102188-3-400-003.png
1900,/Serrated adenoma/label\aug4_GTDC2102188-2-400-003.png
1901,/Serrated adenoma/label\aug2_GT2100092-2-400-002.png
1902,/Serrated adenoma/label\aug1_GTDC2102188-2-400-005.png
1903,/Serrated adenoma/label\GTXC2014129-4-400-002.png
1904,/Serrated adenoma/label\aug4_GTDC2102188-2-400-004.png
1905,/Serrated adenoma/label\aug3_GTXC2100732-1-400-006.png
1906,/Serrated adenoma/label\aug1_GTXC2100732-1-400-007.png
1907,/Serrated adenoma/label\aug2_GTXC2014129-3-400-001.png
1908,/Serrated adenoma/label\aug2_GTXC2014129-4-400-001.png
1909,/Serrated adenoma/label\aug3_GTxc2014069-2-400-004.png
1910,/Serrated adenoma/label\aug2_GTxc2014069-2-400-004.png
1911,/Serrated adenoma/label\aug4_GTXC2100732-1-400-007.png
1912,/Serrated adenoma/label\aug1_GT2014848-1-400-002.png
1913,/Serrated adenoma/label\aug3_GT2014848-1-400-002.png
1914,/Serrated adenoma/label\aug1_GTXC2014129-3-400-005.png
1915,/Serrated adenoma/label\aug3_GTXC2014129-2-400-003.png
1916,/Serrated adenoma/label\GTDC2102188-2-400-001.png
1917,/Serrated adenoma/label\GTXC2014151-2-400-003.png
1918,/Serrated adenoma/label\GTXC2014129-4-400-001.png
1919,/Serrated adenoma/label\aug2_GTXC2014129-3-400-004.png
1920,/Serrated adenoma/label\aug4_GT2016855-1-400-001.png
1921,/Serrated adenoma/label\aug4_GT1815555-4-400-001.png
1922,/Serrated adenoma/label\aug2_GTXC2015335-3-400-001.png
1923,/Serrated adenoma/label\GTxc2012521-2-400-001.png
1924,/Serrated adenoma/label\aug1_GTXC2014151-2-400-005.png
1925,/Serrated adenoma/label\aug4_GTXC2015335-3-400-004.png
1926,/Serrated adenoma/label\aug3_GTXC2014129-4-400-002.png
1927,/Serrated adenoma/label\GTXC2015335-3-400-003.png
1928,/Serrated adenoma/label\aug4_GTDC2102188-3-400-002.png
1929,/Serrated adenoma/label\aug3_GTXC2014129-3-400-004.png
