,Training_paths
1428,/Normal/image\aug4_GT2000000-1-400-001.png
1429,/Normal/image\aug3_GT2000000-1-400-003.png
1430,/Normal/image\aug3_GT2100093-4-400-002.png
1431,/Normal/image\aug2_GT2012915-1-400-003.png
1432,/Normal/image\aug4_GT2016907-1-400-002.png
1433,/Normal/image\aug1_GTDC2100276-1-400-001.png
1434,/Normal/image\GTDC2100276-1-400-001.png
1435,/Normal/image\aug1_GT2100275-1-400-002.png
1436,/Normal/image\aug1_GT2100256-8-400-001.png
1437,/Normal/image\GT2012915-1-400-001.png
1438,/Normal/image\GTDC2100796-1-400-002.png
1439,/Normal/image\GT2013112-3-400-001.png
1440,/Normal/image\aug2_GT2000000-1-400-005.png
1441,/Normal/image\GT2100256-1-400-001.png
1442,/Normal/image\aug4_GT2100256-1-400-004.png
1443,/Normal/image\aug4_GT2100144-1-400-001.png
1444,/Normal/image\aug2_GTDC2100796-1-400-002.png
1445,/Normal/image\aug3_GT2100256-7-400-004.png
1446,/Normal/image\aug4_GT2017148-2-400-002.png
1447,/Normal/image\aug3_GT2012915-1-400-001.png
1448,/Normal/image\aug2_GT2100256-8-400-004.png
1449,/Normal/image\aug2_GT2100275-1-400-003.png
1450,/Normal/image\aug3_GTDC2100796-1-400-005.png
1451,/Normal/image\aug4_GT2100256-1-400-002.png
1452,/Normal/image\aug3_GT2017148-2-400-002.png
1453,/Normal/image\aug4_GTDC2100796-1-400-004.png
1454,/Normal/image\aug4_GT2100256-1-400-003.png
1455,/Normal/image\aug3_GTxc2012827-2-400-004.png
1456,/Normal/image\aug3_GT2100256-1-400-002.png
1457,/Normal/image\aug2_GT2100256-7-400-002.png
1458,/Normal/image\aug2_GT2012915-1-400-002.png
1459,/Normal/image\GT2100256-1-400-004.png
1460,/Normal/image\aug2_GTDC2100796-1-400-003.png
1461,/Normal/image\aug2_GT2100144-1-400-005.png
1462,/Normal/image\aug4_GT2000000-1-400-006.png
1463,/Normal/image\aug3_GT2100093-4-400-001.png
1464,/Normal/image\aug1_GT2100093-1-400-001.png
1465,/Normal/image\GT2100256-8-400-002.png
1466,/Normal/image\GT2000000-1-400-002.png
1467,/Normal/image\GT2100256-7-400-002.png
1468,/Normal/image\aug1_GT2000000-1-400-005.png
1469,/Normal/image\aug2_GT2100256-8-400-002.png
1470,/Normal/image\GT2100144-1-400-001.png
1471,/Normal/image\aug3_GT2100144-1-400-002.png
1472,/Normal/image\aug1_GT2013119-1-400-001.png
1473,/Normal/image\GT2100256-8-400-001.png
1474,/Normal/image\aug3_GT2100144-1-400-003.png
1475,/Normal/image\aug3_GT2012915-1-400-006.png
1476,/Normal/image\GT2012915-1-400-006.png
1477,/Normal/image\aug4_GT2012915-1-400-004.png
1478,/Normal/image\aug1_GT2012915-1-400-005.png
1479,/Normal/image\aug3_GT2100256-2-400-001.png
1480,/Normal/image\aug2_GT2013112-3-400-001.png
1481,/Normal/image\aug4_GT2017148-2-400-003.png
1482,/Normal/image\aug4_GTXC2012096-4-400-002.png
1483,/Normal/image\aug1_GT2100275-1-400-001.png
1484,/Normal/image\aug4_GT2000000-1-400-003.png
1485,/Normal/image\aug4_GT2100275-1-400-003.png
1486,/Normal/image\aug4_GT2013119-1-400-001.png
1487,/Normal/image\aug3_GT2013119-1-400-001.png
1488,/Normal/image\GT2100256-8-400-003.png
1489,/Normal/image\GT2100256-7-400-003.png
1490,/Normal/image\aug2_GT2017148-2-400-001.png
1491,/Normal/image\aug2_GT2100144-1-400-004.png
1492,/Normal/image\aug4_GTxc2012827-2-400-002.png
1493,/Normal/image\aug2_GT2100144-1-400-002.png
1494,/Normal/image\aug2_GT2016907-1-400-001.png
1495,/Normal/image\GT2100275-1-400-001.png
1496,/Normal/image\GT2100256-7-400-001.png
1497,/Normal/image\aug4_GT2100256-1-400-001.png
1498,/Normal/image\aug3_GT2012221-2-400-001.png
1499,/Normal/image\aug3_GT2017148-2-400-003.png
1500,/Normal/image\GT2016907-1-400-005.png
1501,/Normal/image\aug4_GT2012915-1-400-002.png
1502,/Normal/image\aug2_GT2012915-1-400-001.png
1503,/Normal/image\aug3_GT2100256-7-400-001.png
1504,/Normal/image\aug2_GT2100144-1-400-006.png
1505,/Normal/image\aug3_GTDC2100796-1-400-003.png
1506,/Normal/image\aug4_GT2100144-1-400-006.png
1507,/Normal/image\aug3_GT2100093-1-400-001.png
1508,/Normal/image\aug4_GT2000000-1-400-005.png
1509,/Normal/image\aug1_GTxc2012827-2-400-002.png
1510,/Normal/image\aug1_GT2100256-8-400-003.png
1511,/Normal/image\aug1_GTxc2012827-2-400-004.png
1512,/Normal/image\aug4_GT2100256-8-400-004.png
1513,/Normal/image\aug1_GT2017148-2-400-002.png
1514,/Normal/image\aug1_GT2012915-1-400-004.png
1515,/Normal/image\aug4_GT2017148-2-400-005.png
1516,/Normal/image\aug2_GTDC2100276-1-400-001.png
1517,/Normal/image\aug1_GT2100256-2-400-001.png
1518,/Normal/image\aug4_GTxc2012827-2-400-004.png
1519,/Normal/image\GT2016907-1-400-004.png
1520,/Normal/image\aug2_GT2100144-1-400-003.png
1521,/Normal/image\GTxc2012827-1-400-001.png
1522,/Normal/image\aug1_GT2100093-1-400-002.png
1523,/Normal/image\aug3_GT2100256-1-400-003.png
1524,/Normal/image\aug4_GT2100256-1-400-005.png
1525,/Normal/image\aug1_GT2017148-2-400-005.png
1526,/Polyp/image\GTxc2013026-3-400-005.png
1527,/Polyp/image\GTXC2110572-1-400-005.png
1528,/Polyp/image\GT2012191-1-400-003.png
1529,/Polyp/image\GT2001818-1-400-001.png
1530,/Polyp/image\GTxc2014077-1-400-002.png
1531,/Polyp/image\GT2016854-1-400-004.png
1532,/Polyp/image\GTXC2110181-1-400-007.png
1533,/Polyp/image\GTxc2014103-1-400-003.png
1534,/Polyp/image\GTXC2012114-1-400-001.png
1535,/Polyp/image\GT2100117-2-400-002.png
1536,/Polyp/image\GTxc2012796-2-400-002.png
1537,/Polyp/image\GTXC2100763-1-400-007.png
1538,/Polyp/image\GTXC2110182-1-400-001.png
1539,/Polyp/image\GTXC2110572-1-400-001.png
1540,/Polyp/image\GTxc2012481-2-400-001.png
1541,/Polyp/image\GTXC2110530-1-400-002.png
1542,/Polyp/image\GTxc2110164-1-400-002.png
1543,/Polyp/image\GTxc2013391-1-400-003.png
1544,/Polyp/image\GTxc2013953-4-400-001.png
1545,/Polyp/image\GTXC2014184-1-400-003.png
1546,/Polyp/image\GTXC2110570-1-400-004.png
1547,/Polyp/image\GTXC2110215-1-400-004.png
1548,/Polyp/image\GTxc2012970-1-400-001.png
1549,/Polyp/image\GTXC2110572-1-400-007.png
1550,/Polyp/image\GTXC2110507-1-400-008.png
1551,/Polyp/image\GTxc2012796-2-400-001.png
1552,/Polyp/image\GT2017274-1-400-001.png
1553,/Polyp/image\GTXC2100772-1-400-008.png
1554,/Polyp/image\GTXC2015335-1-400-002.png
1555,/Polyp/image\GTXC2110507-1-400-010.png
1556,/Polyp/image\GTXC2015335-2-400-004.png
1557,/Polyp/image\GTXC2100728-1-400-004.png
1558,/Polyp/image\GTXC2100763-1-400-001.png
1559,/Polyp/image\GT2014792-2-400-002.png
1560,/Polyp/image\GTxc2012796-2-400-004.png
1561,/Polyp/image\GTXC2015335-7-400-001.png
1562,/Polyp/image\GTXC2100773-2-400-004.png
1563,/Polyp/image\GTxc2013026-3-400-004.png
1564,/Polyp/image\GT2014751-2-400-001.png
1565,/Polyp/image\GTXC2110531-1-400-002.png
1566,/Polyp/image\GTxc2014183-1-400-003.png
1567,/Polyp/image\GTXC2100773-1-400-001.png
1568,/Polyp/image\GTXC2012114-1-400-002.png
1569,/Polyp/image\GTXC2110491-3-400-001.png
1570,/Polyp/image\GTxc2013484-1-400-001.png
1571,/Polyp/image\GTxc2013942-1-400-005.png
1572,/Polyp/image\GTXC2110531-1-400-003.png
1573,/Polyp/image\GTXC2100773-1-400-003.png
1574,/Polyp/image\GTXC2100773-1-400-006.png
1575,/Polyp/image\GTXC2100798-1-400-004.png
1576,/Polyp/image\GTxc2012778-1-400-001.png
1577,/Polyp/image\GTXC2110507-1-400-001.png
1578,/Polyp/image\GT2012237-1-400-003.png
1579,/Polyp/image\GTXC2100737-1-400-001.png
1580,/Polyp/image\GTXC2014184-1-400-001.png
1581,/Polyp/image\GTXC2110570-1-400-003.png
1582,/Polyp/image\GTxc2013942-1-400-002.png
1583,/Polyp/image\GTxc2013458-1-400-002.png
1584,/Polyp/image\GTxc2012983-1-400-004.png
1585,/Polyp/image\GT2013118-2-400-001.png
1586,/Polyp/image\GT2100092-1-400-001.png
1587,/Polyp/image\GTXC2100773-2-400-002.png
1588,/Polyp/image\GTXC2110530-1-400-009.png
1589,/Polyp/image\GT2001817-1-400-002.png
1590,/Polyp/image\GTXC2110531-1-400-009.png
1591,/Polyp/image\GTxc2013953-3-400-003.png
1592,/Polyp/image\GTXC2015335-5-400-001.png
1593,/Polyp/image\GTXC2015335-2-400-002.png
1594,/Polyp/image\GTXC2100474-1-400-001.png
1595,/Polyp/image\GTXC2100714-1-400-001.png
1596,/Polyp/image\GT2012154-2-400-001.png
1597,/Polyp/image\GTxc2012481-2-400-002.png
1598,/Polyp/image\GT2016852-1-400-001.png
1599,/Polyp/image\GT2014789-1-400-002.png
1600,/Polyp/image\GT2012237-1-400-005.png
1601,/Polyp/image\GTXC2110507-1-400-009.png
1602,/Polyp/image\GTXC2015335-7-400-003.png
1603,/Polyp/image\GTxc2014103-1-400-005.png
1604,/Polyp/image\GTXC2110491-4-400-002.png
1605,/Polyp/image\GTXC2100737-1-400-003.png
1606,/Polyp/image\GTXC2110491-4-400-006.png
1607,/Polyp/image\GTXC2100798-1-400-001.png
1608,/Polyp/image\GTXC2100773-2-400-003.png
1609,/Polyp/image\GTXC2100728-1-400-006.png
1610,/Polyp/image\GT2014792-4-400-001.png
1611,/Polyp/image\GTXC2015335-1-400-003.png
1612,/Polyp/image\GTXC2015335-5-400-006.png
1613,/Polyp/image\GTxc2013978-1-400-003.png
1614,/Polyp/image\GTXC2015335-1-400-004.png
1615,/Polyp/image\GT1815603-1-400-001.png
1616,/Polyp/image\GT2015103-1-400-001.png
1617,/Polyp/image\GTxc2012958-1-400-003.png
1618,/Polyp/image\GT2014361-1-400-001.png
1619,/Polyp/image\GTXC2110491-3-400-006.png
1620,/Polyp/image\GTXC2013066-1-400-003.png
1621,/Polyp/image\GTxc2013026-3-400-002.png
1622,/Polyp/image\GT2015144-1-400-001.png
1623,/Polyp/image\GTXC2014184-1-400-005.png
1624,/Polyp/image\GTXC2100798-1-400-009.png
1625,/Polyp/image\GTxc2013484-1-400-002.png
1626,/Polyp/image\GTXC2110531-1-400-007.png
1627,/Polyp/image\GTxc2014123-2-400-004.png
1628,/Polyp/image\GT2015144-1-400-002.png
1629,/Polyp/image\GTxc2014077-1-400-001.png
1630,/Polyp/image\GT2014356-1-400-001.png
1631,/Polyp/image\GT2012173-1-400-007.png
1632,/Polyp/image\GT2012237-1-400-004.png
1633,/Polyp/image\GTXC2015335-1-400-001.png
1634,/Polyp/image\GTXC2013066-1-400-002.png
1635,/Polyp/image\GTXC2100476-2-400-002.png
1636,/Polyp/image\GTXC2100737-1-400-007.png
1637,/Polyp/image\GTXC2100476-2-400-001.png
1638,/Polyp/image\GT2014097-1-400-001.png
1639,/Polyp/image\GTXC2110181-1-400-004.png
1640,/Polyp/image\GTXC2110503-1-400-007.png
1641,/Polyp/image\GTXC2110507-1-400-005.png
1642,/Polyp/image\GTXC2110530-1-400-018.png
1643,/Polyp/image\GTXC2110503-1-400-002.png
1644,/Polyp/image\GTxc2012796-2-400-003.png
1645,/Polyp/image\GTXC2110491-3-400-003.png
1646,/Polyp/image\GTXC2013066-1-400-005.png
1647,/Polyp/image\GTXC2110503-1-400-004.png
1648,/Polyp/image\GTXC2100773-1-400-004.png
1649,/Polyp/image\GTxc2013458-1-400-001.png
1650,/Polyp/image\GTXC2100772-1-400-009.png
1651,/Polyp/image\GTXC2014139-2-400-001.png
1652,/Polyp/image\GTxc2013458-1-400-003.png
1653,/Polyp/image\GTxc2013953-3-400-001.png
1654,/Polyp/image\GTXC2110529-3-400-007.png
1655,/Polyp/image\GTxc2012476-1-400-001.png
1656,/Polyp/image\GTXC2110491-3-400-010.png
1657,/Polyp/image\GTxc2012958-1-400-001.png
1658,/Polyp/image\GTXC2110491-4-400-003.png
1659,/Polyp/image\GTxc2110172-1-400-004.png
1660,/Polyp/image\GTXC2110530-1-400-008.png
1661,/Polyp/image\GT2100117-1-400-001.png
1662,/Polyp/image\GTXC2100474-1-400-003.png
1663,/Polyp/image\GTXC2110507-1-400-002.png
1664,/Polyp/image\GTXC2110530-1-400-007.png
1665,/Polyp/image\GTxc2014123-1-400-002.png
1666,/Polyp/image\GTxc2014153-1-400-003.png
1667,/Polyp/image\GTXC2110531-1-400-008.png
1668,/Polyp/image\GTXC2100798-1-400-003.png
1669,/Polyp/image\GTxc2012970-1-400-002.png
1670,/Polyp/image\GTXC2015335-5-400-007.png
1671,/Polyp/image\GTXC2014139-3-400-004.png
1672,/Polyp/image\GTXC2100737-1-400-002.png
1673,/Polyp/image\GTXC2110491-1-400-003.png
1674,/Polyp/image\GTXC2100798-1-400-002.png
1675,/Polyp/image\GT2100117-2-400-003.png
1676,/Polyp/image\GTXC2012114-1-400-003.png
1677,/Polyp/image\GTXC2110530-1-400-016.png
1678,/Polyp/image\GTXC2100773-1-400-005.png
1679,/Polyp/image\GTxc2012983-1-400-001.png
1680,/Polyp/image\GTXC2110530-1-400-005.png
1681,/Polyp/image\GTXC2014134-1-400-002.png
1682,/Polyp/image\GTXC2110503-1-400-003.png
1683,/Polyp/image\GTxc2013391-1-400-001.png
1684,/Polyp/image\GT2016854-1-400-003.png
1685,/Polyp/image\GTXC2110572-1-400-002.png
1686,/Polyp/image\GTxc2013405-2-400-001.png
1687,/Polyp/image\GTXC2014139-3-400-001.png
1688,/Polyp/image\GTxc2014123-2-400-002.png
1689,/Polyp/image\GT2012286-3-400-003.png
1690,/Polyp/image\GTxc2014077-1-400-007.png
1691,/Polyp/image\GT2013911-1-400-001.png
1692,/Polyp/image\GTXC2110503-1-400-001.png
1693,/Polyp/image\GT2014792-3-400-001.png
1694,/Polyp/image\GTXC2110163-1-400-003.png
1695,/Polyp/image\GTXC2100714-1-400-003.png
1696,/Polyp/image\GTXC2015335-5-400-002.png
1697,/Polyp/image\GT2012154-2-400-003.png
1698,/Polyp/image\GT2012237-1-400-002.png
1699,/Polyp/image\GT2012191-1-400-005.png
1700,/Polyp/image\GTXC2015349-1-400-001.png
1701,/Polyp/image\GTXC2014184-1-400-004.png
1702,/Polyp/image\GTxc2012958-1-400-002.png
1703,/Polyp/image\GTXC2110530-1-400-010.png
1704,/Polyp/image\GTXC2100773-1-400-002.png
1705,/Polyp/image\GT2015141-1-400-001.png
1706,/Polyp/image\GT2012426-2-400-001.png
1707,/Polyp/image\GTXC2110163-1-400-001.png
1708,/Polyp/image\GTXC2110572-1-400-004.png
1709,/Polyp/image\GTxc2012476-1-400-003.png
1710,/Polyp/image\GTXC2100474-1-400-002.png
1711,/Polyp/image\GT2012237-1-400-008.png
1712,/Polyp/image\GTxc2012789-1-400-002.png
1713,/Polyp/image\GTXC2100763-1-400-004.png
1714,/Polyp/image\GTXC2110491-4-400-007.png
1715,/Polyp/image\GTXC2110215-1-400-003.png
1716,/Polyp/image\GTxc2013391-1-400-002.png
1717,/Polyp/image\GT2001814-1-400-002.png
1718,/Polyp/image\GTXC2110491-1-400-001.png
1719,/Polyp/image\GTxc2013978-1-400-002.png
1720,/Polyp/image\GT2016795-2-400-001.png
1721,/Polyp/image\GTXC2100773-2-400-001.png
1722,/Polyp/image\GTxc2013935-1-400-001.png
1723,/Polyp/image\GTXC2100772-1-400-003.png
1724,/Polyp/image\GTXC2015349-1-400-002.png
1725,/Polyp/image\GT2016115-1-400-001.png
1726,/Polyp/image\GTXC2110507-1-400-003.png
1727,/Polyp/image\GTXC2100772-1-400-005.png
1728,/Polyp/image\GT2013145-2-400-001.png
1729,/Polyp/image\GT2012358-1-400-002.png
1730,/Polyp/image\GT2012217-1-400-003.png
1731,/Polyp/image\GTXC2110491-3-400-002.png
1732,/Polyp/image\GTXC2110530-1-400-012.png
1733,/Polyp/image\GTXC2100737-1-400-005.png
1734,/Polyp/image\GTxc2013953-4-400-002.png
1735,/Polyp/image\GT2012191-1-400-004.png
1736,/Polyp/image\GTxc2012796-1-400-001.png
1737,/Polyp/image\GTXC2100773-2-400-005.png
1738,/Polyp/image\GTXC2110491-1-400-005.png
1739,/Polyp/image\GTXC2110503-1-400-006.png
1740,/Polyp/image\GTXC2015335-5-400-005.png
1741,/Polyp/image\GTxc2013509-1-400-002.png
1742,/Polyp/image\GTXC2014183-1-400-004.png
1743,/Polyp/image\GT2013152-3-400-001.png
1744,/Polyp/image\GTXC2014139-3-400-003.png
1745,/Polyp/image\GTXC2014139-1-400-001.png
1746,/Polyp/image\GTxc2014123-2-400-003.png
1747,/Polyp/image\GT2001818-1-400-002.png
1748,/Polyp/image\GTXC2110530-1-400-011.png
1749,/Polyp/image\GTxc2014097-1-400-003.png
1750,/Polyp/image\GT2013902-1-400-001.png
1751,/Polyp/image\GTXC2110529-2-400-001.png
1752,/Polyp/image\GT2012154-2-400-005.png
1753,/Polyp/image\GTXC2015335-4-400-004.png
1754,/Polyp/image\GT2012237-1-400-007.png
1755,/Polyp/image\GTxc2110176-1-400-001.png
1756,/Polyp/image\GTxc2012983-1-400-002.png
1757,/Polyp/image\GTXC2100772-1-400-006.png
1758,/Polyp/image\GTXC2110491-4-400-004.png
1759,/Polyp/image\GTxc2013942-1-400-003.png
1760,/Polyp/image\GTxc2013935-1-400-003.png
1761,/Polyp/image\GTXC2110531-1-400-004.png
1762,/Polyp/image\GTXC2100798-1-400-006.png
1763,/Polyp/image\GTXC2100763-1-400-005.png
1764,/Polyp/image\GTXC2100772-1-400-002.png
1765,/Polyp/image\GTXC2110507-1-400-006.png
1766,/Polyp/image\GTxc2014077-1-400-004.png
1767,/Polyp/image\GTXC2110182-1-400-002.png
1768,/Polyp/image\GTxc2102521-3-400-004.png
1769,/Polyp/image\GTxc2014077-1-400-005.png
1770,/Polyp/image\GTXC2110529-2-400-004.png
1771,/Polyp/image\GTXC2110570-1-400-007.png
1772,/Polyp/image\GTXC2110491-3-400-004.png
1773,/Polyp/image\GTXC2100737-1-400-006.png
1774,/Polyp/image\GTXC2015335-5-400-004.png
1775,/Polyp/image\GT2012286-3-400-002.png
1776,/Polyp/image\GTXC2100772-1-400-007.png
1777,/Polyp/image\GTXC2100728-1-400-002.png
1778,/Polyp/image\GTXC2110529-3-400-004.png
1779,/Polyp/image\GTXC2110491-1-400-004.png
1780,/Polyp/image\GT2016854-1-400-001.png
1781,/Polyp/image\GT2012426-2-400-003.png
1782,/Polyp/image\GTxc2013026-3-400-003.png
1783,/Polyp/image\GT1815553-1-400-001.png
1784,/Polyp/image\GTxc2013948-1-400-004.png
1785,/Polyp/image\GTxc2014183-1-400-001.png
1786,/Polyp/image\GT2012358-1-400-004.png
1787,/Polyp/image\GT2014789-1-400-001.png
1788,/Polyp/image\GTXC2100763-1-400-003.png
1789,/Polyp/image\GT2012237-1-400-001.png
1790,/Polyp/image\GTXC2110491-1-400-008.png
1791,/Polyp/image\GTxc2012778-1-400-003.png
1792,/Polyp/image\GT2014822-3-400-002.png
1793,/Polyp/image\GTXC2110531-1-400-006.png
1794,/Polyp/image\GTxc2014123-1-400-004.png
1795,/Polyp/image\GT2012426-2-400-002.png
1796,/Polyp/image\GTXC2110570-1-400-002.png
1797,/Polyp/image\GTXC2110491-1-400-009.png
1798,/Polyp/image\GTXC2110163-1-400-002.png
1799,/Polyp/image\GT2012154-2-400-004.png
1800,/Polyp/image\GTXC2110529-3-400-010.png
1801,/Polyp/image\GT2014792-3-400-004.png
1802,/Polyp/image\GTxc2013026-3-400-001.png
1803,/Polyp/image\GTXC2110491-3-400-008.png
1804,/Polyp/image\GTXC2015335-7-400-002.png
1805,/Polyp/image\GTXC2110530-1-400-013.png
1806,/Polyp/image\GTxc2110164-1-400-001.png
1807,/Polyp/image\GTXC2014139-3-400-002.png
1808,/Polyp/image\GTXC2110529-3-400-001.png
1809,/Polyp/image\GTxc2014153-1-400-002.png
1810,/Polyp/image\GTXC2110530-1-400-004.png
1811,/Polyp/image\GTXC2110181-1-400-001.png
1812,/Polyp/image\GT2012426-2-400-004.png
1813,/Polyp/image\GTxc2012485-1-400-002.png
1814,/Polyp/image\GT2012358-1-400-005.png
1815,/Polyp/image\GTXC2015381-1-400-001.png
1816,/Polyp/image\GTXC2100728-1-400-001.png
1817,/Polyp/image\GTxc2110172-1-400-003.png
1818,/Polyp/image\GTXC2100714-1-400-004.png
1819,/Polyp/image\GTXC2015335-7-400-005.png
1820,/Polyp/image\GT2013108-1-400-001.png
1821,/Polyp/image\GT2012358-1-400-003.png
1822,/Polyp/image\GTXC2110570-1-400-001.png
1823,/Polyp/image\GTXC2100798-1-400-005.png
1824,/Polyp/image\GTXC2110215-1-400-001.png
1825,/Polyp/image\GT2012173-1-400-005.png
1826,/Polyp/image\GTXC2110529-3-400-008.png
1827,/Polyp/image\GTXC2015335-5-400-003.png
1828,/Polyp/image\GTXC2110491-4-400-001.png
1829,/Polyp/image\GTxc2014103-1-400-004.png
1830,/Polyp/image\GTXC2100728-1-400-003.png
1831,/Polyp/image\GTxc2012983-1-400-003.png
1832,/Polyp/image\GTXC2110507-1-400-004.png
1833,/Polyp/image\GTxc2013942-1-400-004.png
1834,/Polyp/image\GTXC2110531-1-400-010.png
1835,/Polyp/image\GTXC2110491-1-400-002.png
1836,/Polyp/image\GTXC2110529-3-400-003.png
1837,/Polyp/image\GTXC2015335-2-400-001.png
1838,/Polyp/image\GTXC2014139-2-400-002.png
1839,/Polyp/image\GTXC2015335-2-400-003.png
1840,/Polyp/image\GTxc2012476-1-400-002.png
1841,/Polyp/image\GT2016777-1-400-001.png
1842,/Polyp/image\GTxc2012796-1-400-002.png
1843,/Polyp/image\GT2014792-3-400-003.png
1844,/Polyp/image\GTxc2014183-1-400-002.png
1845,/Polyp/image\GTXC2110530-1-400-015.png
1846,/Polyp/image\GTXC2100772-1-400-004.png
1847,/Polyp/image\GTXC2013066-1-400-001.png
1848,/Polyp/image\GTxc2110176-1-400-002.png
1849,/Polyp/image\GT2012173-1-400-004.png
1850,/Polyp/image\GTXC2100714-1-400-005.png
1851,/Polyp/image\GT2014677-1-400-001.png
1852,/Polyp/image\GT2016854-1-400-002.png
1853,/Polyp/image\GTXC2110491-3-400-005.png
1854,/Polyp/image\GTXC2110570-1-400-005.png
1855,/Polyp/image\GTxc2014077-1-400-006.png
1856,/Polyp/image\GT2016847-1-400-001.png
1857,/Serrated adenoma/image\aug4_GTXC2100732-1-400-001.png
1858,/Serrated adenoma/image\aug1_GTXC2014129-4-400-001.png
1859,/Serrated adenoma/image\aug3_GTxc2012521-2-400-003.png
1860,/Serrated adenoma/image\aug1_GTXC2014151-2-400-002.png
1861,/Serrated adenoma/image\aug1_GTXC2015335-3-400-001.png
1862,/Serrated adenoma/image\aug1_GTXC2100732-1-400-008.png
1863,/Serrated adenoma/image\aug3_GTXC2014151-2-400-006.png
1864,/Serrated adenoma/image\GTxc2014069-2-400-002.png
1865,/Serrated adenoma/image\aug3_GT2100092-2-400-001.png
1866,/Serrated adenoma/image\aug4_GT1815555-2-400-001.png
1867,/Serrated adenoma/image\GTXC2014151-2-400-006.png
1868,/Serrated adenoma/image\aug3_GT2014783-1-400-002.png
1869,/Serrated adenoma/image\aug2_GTxc2014069-2-400-001.png
1870,/Serrated adenoma/image\GTxc2014069-2-400-004.png
1871,/Serrated adenoma/image\aug2_GT1815555-2-400-001.png
1872,/Serrated adenoma/image\aug2_GTXC2014151-2-400-006.png
1873,/Serrated adenoma/image\aug2_GTXC2015335-3-400-003.png
1874,/Serrated adenoma/image\aug3_GTXC2014129-2-400-001.png
1875,/Serrated adenoma/image\aug3_GTXC2015335-3-400-001.png
1876,/Serrated adenoma/image\GTXC2014129-4-400-004.png
1877,/Serrated adenoma/image\aug4_GTXC2014151-2-400-004.png
1878,/Serrated adenoma/image\aug1_GTXC2014129-2-400-001.png
1879,/Serrated adenoma/image\aug3_GTXC2014129-4-400-005.png
1880,/Serrated adenoma/image\aug3_GT2014783-1-400-001.png
1881,/Serrated adenoma/image\aug3_GTxc2014069-2-400-002.png
1882,/Serrated adenoma/image\aug4_GTXC2014129-4-400-004.png
1883,/Serrated adenoma/image\aug1_GTXC2014151-2-400-006.png
1884,/Serrated adenoma/image\aug2_GTxc2014069-2-400-003.png
1885,/Serrated adenoma/image\aug2_GTDC2102188-2-400-005.png
1886,/Serrated adenoma/image\aug3_GTXC2014129-2-400-002.png
1887,/Serrated adenoma/image\aug2_GTxc2012521-2-400-001.png
1888,/Serrated adenoma/image\aug3_GT2014783-1-400-003.png
1889,/Serrated adenoma/image\aug1_GT2100092-2-400-002.png
1890,/Serrated adenoma/image\aug4_GT2014783-1-400-002.png
1891,/Serrated adenoma/image\GT2013145-1-400-001.png
1892,/Serrated adenoma/image\aug1_GTXC2100732-1-400-004.png
1893,/Serrated adenoma/image\aug1_GTDC2102188-3-400-002.png
1894,/Serrated adenoma/image\aug1_GTxc2014069-2-400-004.png
1895,/Serrated adenoma/image\aug4_GTDC2102188-2-400-005.png
1896,/Serrated adenoma/image\aug2_GTXC2100732-1-400-006.png
1897,/Serrated adenoma/image\aug3_GTDC2102188-2-400-001.png
1898,/Serrated adenoma/image\aug2_GT2014783-1-400-002.png
1899,/Serrated adenoma/image\aug3_GTDC2102188-3-400-003.png
1900,/Serrated adenoma/image\aug4_GTDC2102188-2-400-003.png
1901,/Serrated adenoma/image\aug2_GT2100092-2-400-002.png
1902,/Serrated adenoma/image\aug1_GTDC2102188-2-400-005.png
1903,/Serrated adenoma/image\GTXC2014129-4-400-002.png
1904,/Serrated adenoma/image\aug4_GTDC2102188-2-400-004.png
1905,/Serrated adenoma/image\aug3_GTXC2100732-1-400-006.png
1906,/Serrated adenoma/image\aug1_GTXC2100732-1-400-007.png
1907,/Serrated adenoma/image\aug2_GTXC2014129-3-400-001.png
1908,/Serrated adenoma/image\aug2_GTXC2014129-4-400-001.png
1909,/Serrated adenoma/image\aug3_GTxc2014069-2-400-004.png
1910,/Serrated adenoma/image\aug2_GTxc2014069-2-400-004.png
1911,/Serrated adenoma/image\aug4_GTXC2100732-1-400-007.png
1912,/Serrated adenoma/image\aug1_GT2014848-1-400-002.png
1913,/Serrated adenoma/image\aug3_GT2014848-1-400-002.png
1914,/Serrated adenoma/image\aug1_GTXC2014129-3-400-005.png
1915,/Serrated adenoma/image\aug3_GTXC2014129-2-400-003.png
1916,/Serrated adenoma/image\GTDC2102188-2-400-001.png
1917,/Serrated adenoma/image\GTXC2014151-2-400-003.png
1918,/Serrated adenoma/image\GTXC2014129-4-400-001.png
1919,/Serrated adenoma/image\aug2_GTXC2014129-3-400-004.png
1920,/Serrated adenoma/image\aug4_GT2016855-1-400-001.png
1921,/Serrated adenoma/image\aug4_GT1815555-4-400-001.png
1922,/Serrated adenoma/image\aug2_GTXC2015335-3-400-001.png
1923,/Serrated adenoma/image\GTxc2012521-2-400-001.png
1924,/Serrated adenoma/image\aug1_GTXC2014151-2-400-005.png
1925,/Serrated adenoma/image\aug4_GTXC2015335-3-400-004.png
1926,/Serrated adenoma/image\aug3_GTXC2014129-4-400-002.png
1927,/Serrated adenoma/image\GTXC2015335-3-400-003.png
1928,/Serrated adenoma/image\aug4_GTDC2102188-3-400-002.png
1929,/Serrated adenoma/image\aug3_GTXC2014129-3-400-004.png
